"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id1","Input.premise1","Input.hypothesis1","Input.cid1","Input.hid1","Input.id2","Input.premise2","Input.hypothesis2","Input.cid2","Input.hid2","Input.id3","Input.premise3","Input.hypothesis3","Input.cid3","Input.hid3","Input.id4","Input.premise4","Input.hypothesis4","Input.cid4","Input.hid4","Input.id5","Input.premise5","Input.hypothesis5","Input.cid5","Input.hid5","Answer.c1.c","Answer.c2.c","Answer.c3.c","Answer.c4.c","Answer.c5.c","Answer.e1.e","Answer.e2.e","Answer.e3.e","Answer.e4.e","Answer.e5.e","Answer.n1.n","Answer.n2.n","Answer.n3.n","Answer.n4.n","Answer.n5.n","Answer.x1.x","Answer.x2.x","Answer.x3.x","Answer.x4.x","Answer.x5.x","Approve","Reject"
"32L724R85MM4XMP3HWMLCPFKDOQPIC","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","3GDTJDAPVVD89XE76WN36GNW6BLM82","AHAF93PYUCVQ1","Approved","Sat Jun 13 13:49:15 PDT 2020","Sat Jun 13 14:01:08 PDT 2020","Tue Jun 16 14:01:08 PDT 2020","Mon Jun 15 10:02:15 PDT 2020","","","713","100% (27/27)","100% (27/27)","100% (27/27)","enwiki_4575","The Society has chapters in all Russian regions, which allows it to effectively influence the condition and development of the modern musical and choreographic art in the country, as well to track and analyze cultural trends.","The Society exists to promote innovation in the arts and sciences.","CF_wiki36_4771760_1_1","BY_wiki64_3466465_11_4","enwiki_4300","From 1994 to 1997, he served as High Commissioner of the United Kingdom to Nigeria and from 1989 to 1992, he served as High Commissioner of the United Kingdom to Tanzania.","From March 2008 to February 2013, he was the High Commissioner from New Zealand to the United Kingdom, and concurrently accredited as Ambassador to Ireland and High Commissioner to Nigeria.","GL_wiki02_60481356_1_2","EP_wiki01_31041717_1_1","enwiki_3789","Previously, she was a Full Professor in the Faculty of Law at the University of Toronto.","She subsequently became a Lecturer in the Department of Anthropology at the University of Toronto.","GN_wiki31_62185039_1_1","GN_wiki50_62347229_5_4","enwiki_5483","He played four first-class matches for Otago between 1917 and 1919.","He played four first-class matches for Otago between 1864 and 1870.","FW_wiki47_50447216_1_1","FW_wiki60_50539932_1_1","enwiki_5347","It offered a 24-hour feed of mostly inexpensive programming, delivered to its affiliate stations, many owned and originally established by the network, via satellite.","It is an operating signal initially developed for commercial radiotelegraph communication and later adopted by other radio services, especially amateur radio.","AF_wiki42_59373_1_1","BH_wiki96_1426027_1_2","false","true","false","false","true","false","false","false","false","false","true","false","true","true","false","false","false","false","false","false"
"3UY4PIS8QSNTUVHSTAONG1T3W7EN1M","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","3EO896NRAXX1690A6XL6HKR2GUDJTM","A27KTIX29MYGVU","Approved","Sat Jun 13 13:50:35 PDT 2020","Sat Jun 13 13:57:05 PDT 2020","Tue Jun 16 13:57:05 PDT 2020","Mon Jun 15 10:02:16 PDT 2020","","","390","100% (2/2)","100% (2/2)","100% (2/2)","enwiki_6979","The purpose is generally to allow avoidance of recurrences of the circumstances leading to the incident if practicable, and where relevant, to establish whether there was fault attributable to any involved party, which could lead to criminal or civil charges.","The purpose of gates is not to deter or prevent crime but to provide the perception of security and exclusivity.","AQ_wiki08_316678_1_2","GF_wiki94_56795521_5_1","enwiki_1827","These vessels, the hypothalamo-hypophysial portal vessels, carry the hypothalamic factors to the anterior pituitary, where they bind to specific receptors on the surface of the hormone-producing cells.","They join the ulnar veins to form the brachial veins.","BR_wiki21_2380918_1_1","BR_wiki92_2467818_4_4","enwiki_1820","It lies approximately south-east of Siennica, south of Mińsk Mazowiecki, and east of Warsaw.","It lies approximately north of Siennica, south-east of Mińsk Mazowiecki, and east of Warsaw.","DS_wiki38_19856249_1_1","DS_wiki38_19856251_1_1","enwiki_3534","The station broadcasts a hot adult contemporary format as 101.7 The One.","The station airs a Top 40 format.","BR_wiki24_2384735_1_1","BY_wiki40_3424144_1_1","enwiki_3368","It is the largest sanctuary in the state and occupies an area of about 1342 km.","It is a fast-growing center and is the largest producer of grains in the state.","BZ_wiki27_3569050_1_1","EQ_wiki60_31768208_2_1","false","true","true","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"38VTL6WC4BFMUCMP1ZZA074RC7N5YC","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","39K0FND3AIHMSL7M3U7H27TRWZJMA4","A1SX8IVV82M0LW","Approved","Sat Jun 13 13:53:50 PDT 2020","Sat Jun 13 13:54:07 PDT 2020","Tue Jun 16 13:54:07 PDT 2020","Mon Jun 15 10:02:27 PDT 2020","","","17","100% (2109/2109)","100% (629/629)","100% (111/111)","enwiki_3449","The airline ceased all operations in September 2010.","In September 2019, the airline suspended all operations.","BO_wiki98_2131056_1_3","FX_wiki76_51222046_1_4","enwiki_874","""I Should Have Known Better"" is a song by English rock band the Beatles composed by John Lennon (credited to Lennon–McCartney), and originally issued on ""A Hard Day's Night"", their soundtrack for the film of the same name released on 10 July 1964.","""I Call Your Name"" is a song recorded by the English rock band the Beatles and credited to Lennon–McCartney.","BQ_wiki11_2254705_1_0","BQ_wiki10_2253626_1_0","enwiki_3893","It is a mystery about a door that - once opened - is almost impossible to close, a story about curiosity, temptation and power.","A tall tale is a story with unbelievable elements, related as if it were true and factual.","AQ_wiki75_339202_1_0","DJ_wiki74_15583542_18_1","enwiki_2026","It is also a Local Nature Reserve and a Nature Conservation Review site, Grade 2.","It is a Site of Special Scientific Interest and a Local Nature Reserve.","CI_wiki01_5405170_1_1","GL_wiki25_60632237_1_2","enwiki_6391","The International Union for Conservation of Nature classed the species as Endangered, and in 1992 the single specimen of it was recorded.","Because of the ongoing habitat loss, the International Union for Conservation of Nature (IUCN) has assessed it as a near-threatened species.","FB_wiki10_37618936_1_2","DC_wiki37_12382673_5_2","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false"
"30Z7M1Q8UZM4LC7OJRSX95WBB6L8A7","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","3DUZQ9U6SNQ9I4NPYMUZA36A9Y3SVO","AL2JY5T878Z2H","Approved","Sat Jun 13 13:48:29 PDT 2020","Sat Jun 13 14:09:09 PDT 2020","Tue Jun 16 14:09:09 PDT 2020","Mon Jun 15 10:02:16 PDT 2020","","","1240","100% (112/112)","100% (103/103)","100% (45/45)","enwiki_3137","This is a list of vampires found in literary fiction, film and television, comics and manga, video games and board games, and in musicals, opera and theatre.","Kinda Funny is an online entertainment company that produces videos and podcasts on video game culture, film, television, and comics.","FZ_wiki70_52538720_1_0","CP_wiki93_7586227_1_0","enwiki_966","This can sometimes be so serious that they might commit suicide.","Usually they cause few symptoms, but can occasionally be painful.","AL_wiki97_188665_1_2","S1_wiki80_245203_5_4","enwiki_6873","They defeated Louisiana–Lafayette in the quarterfinals of the Sun Belt Tournament to advance to the semifinals where they lost to Troy.","They defeated Texas State to advance to the semifinals of the Sun Belt Tournament where they lost to Louisiana–Monroe.","FT_wiki63_48536698_1_5","FX_wiki41_51022926_1_4","enwiki_1776","His first name is sometimes spelled Theodoor, and occasionally the nick-name Dirk is seen; his last name is sometimes spelled Rodenburg or Rodenberg.","His first name is sometimes recorded as ""John"".","DS_wiki37_19854883_1_4","GN_wiki45_62300987_1_1","enwiki_1881","At this portion, the road is heavily pedestrianized and traffic queues are mostly common.","The road is around long, but this changes as sections are rehashed.","CZ_wiki42_11227904_1_1","FG_wiki84_40756434_5_2","true","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false"
"3GITHABACZN0JGZOCEO1LK38ODSN23","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","37FMASSAYDT5FCMNOT9L5P6GX8PIBK","AEBO4FCTE18BB","Approved","Sat Jun 13 13:53:18 PDT 2020","Sat Jun 13 16:18:57 PDT 2020","Tue Jun 16 16:18:57 PDT 2020","Mon Jun 15 10:02:16 PDT 2020","","","8739","100% (16/16)","100% (16/16)","100% (16/16)","enwiki_4028","Young William was launched in 1794 at Whitby.","Young William was launched at Whitby in 1779.","GM_wiki63_61654009_1_0","FZ_wiki99_52734794_1_0","enwiki_6053","He played for Lancashire between 1946 and 1947 and for Essex between 1948 and 1949.","He played for Lancashire between 1957 and 1963 and for Essex in 1964.","FF_wiki50_40009116_1_1","FF_wiki51_40011314_1_1","enwiki_2765","From this, the land rises sharply to the east and opposite to the west while remaining level in between.","The land slopes up gently to the house from the south and more steeply from the west.","BN_wiki91_2009658_1_4","EE_wiki63_25501647_3_1","enwiki_3252","This species is found in grassland, where its natural habitat is ponds and lakes with floating aquatic plants.","Its natural habitat is temporary pools and swamps.","DD_wiki08_12619275_1_2","FD_wiki93_39185640_2_0","enwiki_7000","Self-modeling allows children to see themselves succeeding, and increases self-efficacy (as long as the new behavior is attainable and developmentally appropriate).","Good nutrition is necessary for children to grow physically, and for normal human biological development.","AH_wiki22_93827_1_3","ER_wiki97_32487739_7_6","true","true","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false","false","false"
"37S0QRNUFCIQ2OE9MT8JDEQGLIL883","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","39O5D9O87UU9ZEWAHQYTC3A9WBOC3H","A2YYQJ3JWA2KGD","Approved","Sat Jun 13 13:47:36 PDT 2020","Sat Jun 13 14:06:10 PDT 2020","Tue Jun 16 14:06:10 PDT 2020","Mon Jun 15 10:02:27 PDT 2020","","","1114","100% (245/245)","100% (237/237)","100% (81/81)","enwiki_220","There have been two ships of the United States Navy named Carondelet:","Two ships in the United States Navy have been named USS ""Macedonian"".","AM_wiki45_201580_1_0","BF_wiki90_1236371_1_0","enwiki_1376","He competed in the Motocross World Championships from 1992 to 1994 and in the AMA Motocross Championships from 1995 to 1999, before returning to compete in the Motocross World Championships from 2000 to 2009.","He competed in the Motocross World Championships from 1988 to 1994 and in the AMA Motocross Championships from 1995 to 2000.","CG_wiki40_5022769_1_1","DL_wiki67_16639310_1_1","enwiki_6469","Elevations on Mud Run and its tributaries range from under above sea level to more than above sea level.","The mountain rises up to above sea level.","FK_wiki56_42752683_1_4","FK_wiki94_42990896_7_0","enwiki_6698","The recipients will receive a statuette, a citation, and cash prize.","The recipients receive a statuette and a prize.","FX_wiki06_50804219_1_5","FZ_wiki85_52641956_2_1","enwiki_1775","He competed at the 2008 Summer Paralympics.","He raced at the 2008 Summer Paralympics.","S2_wiki19_405857_1_6","S2_wiki19_402441_1_3","true","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","false","false","false","false"
"3O2Y2UIUCRWJC4QX3WBSDBGT3MSKFF","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:22 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:22 PDT 2020","","","3JRJSWSMQINOWCGODH4O2RACHN5E3G","A2WQWHBN0BF4U7","Approved","Sat Jun 13 13:52:09 PDT 2020","Sat Jun 13 14:49:03 PDT 2020","Tue Jun 16 14:49:03 PDT 2020","Mon Jun 15 10:02:16 PDT 2020","","","3414","100% (15/15)","100% (15/15)","100% (15/15)","enwiki_4840","The reviewer remarks that ""It is impossible in this brief notice to do full justice to the wealth of interesting examples with which the author presents us"", and notes that unlike the ""hackneyed"" examples of mimicry and camouflage in other textbooks, ""Many of the observations are original.""","It also contains the myths and legends related to the composition of these ""sukta""s.","EG_wiki62_26467910_1_2","FB_wiki23_37696632_47_1","enwiki_3206","Although the piano is very heavy and thus not portable and is expensive (in comparison with other widely used accompaniment instruments, such as the acoustic guitar), its musical versatility (i.e., its wide pitch range, ability to play chords, louder or softer notes and two or more independent musical lines at the same time), the large number of musicians and amateurs trained in playing it, and its wide availability in performance venues, schools and rehearsal spaces have made it one of the Western world's most familiar musical instruments.","It is notable for its acoustic bluegrass sound, which stands in contrast with their previous two country pop albums.","AX_wiki64_644360_1_1","AC_wiki40_23034_5_5","enwiki_2772","It is a California Historical Landmark and listed on the National Register of Historic Places.","It is also a California Historical Landmark and on the National Register of Historic Places.","DG_wiki95_14287223_1_2","CW_wiki65_10034732_2_1","enwiki_5702","Optics is the branch of physics that studies the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it.","Optics is the branch of physics which involves the behavior and properties of light, including its interactions with matter and the construction of instruments that use or detect it.","AQ_wiki91_344933_1_0","AC_wiki35_22483_1_0","enwiki_6634","The quality of promotional products is not high enough to be best, but to meet the requirements of the rapid spread of production.","This is used to improve the quality of moderation.","AL_wiki27_172860_1_3","GJ_wiki96_59701679_7_4","true","true","false","false","true","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false"
"391FPZIE4DOHTWMFS03UMJ14LS3HU7","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","3NAPMVF0ZXHE2F5VM9CDD7D3PMY274","A3PYB8Z6FFWSOV","Approved","Sat Jun 13 13:48:59 PDT 2020","Sat Jun 13 13:49:57 PDT 2020","Tue Jun 16 13:49:57 PDT 2020","Mon Jun 15 10:02:27 PDT 2020","","","58","100% (25/25)","100% (25/25)","100% (25/25)","enwiki_2530","In addition, he has worked on multiscale modeling and the study of rare events.","He also furthered the study of abelian and other multi-variable complex functions.","ES_wiki17_32602878_1_3","CV_wiki32_9479849_12_1","enwiki_2014","He won a gold medal in the 50 metre rifle prone event at the 1968 Summer Olympics in Mexico City.","At the 1968 Summer Olympics in Mexico City, he won a silver medal in the C-2 1000 m event.","EC_wiki72_24597572_1_1","DT_wiki07_20195492_1_1","enwiki_5905","According to the Post Office the population of the hamlet at the 2011 Census was included in the civil parish of Ellingham, Harbridge and Ibsley.","At the 2011 Census, the population was included in the civil parish of Ospringe.","DC_wiki57_12442062_1_2","EL_wiki77_29227179_1_1","enwiki_5283","Influenced by every genre from classical to pop, he was drawn to music with a lot of instrumentation from a very young age.","She was accomplished in a variety of music genres, but due to her commitment to God, only performed certain styles of music.","FX_wiki12_50852766_1_1","DU_wiki23_20812322_2_3","enwiki_3007","She appeared frequently on television news programs during the trial.","Then she hosted many shows across various television channels.","GL_wiki89_61146619_1_3","BE_wiki93_1163228_20_3","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"3IYI9285WT2HY805U9LF4QVDRK0CJX","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:21 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:21 PDT 2020","","","3VJ40NV2QJPF7KR7MADBPG8OFOKOT7","A3U7EIF0P9GQKI","Approved","Sat Jun 13 13:47:44 PDT 2020","Sat Jun 13 14:42:20 PDT 2020","Tue Jun 16 14:42:20 PDT 2020","Mon Jun 15 10:02:27 PDT 2020","","","3276","100% (71/71)","100% (71/71)","100% (41/41)","enwiki_69","Little is known about its design, but it is assumed to have been an impractical prestige vessel.","However, it is now considered an almost standard operation.","DR_wiki17_19244404_1_2","BN_wiki04_1918188_73_9","enwiki_4746","The song is considered one of DMX's most popular ones, however it is not present on his greatest hits compilation.","It is also their third overall single.","BT_wiki85_2726686_1_1","DI_wiki02_14758111_3_0","enwiki_306","Its flowers are pale yellow to white and spherical.","Its flowers are funnel-shaped and pink to white.","AX_wiki27_625018_1_2","FA_wiki99_37549202_2_1","enwiki_5181","The neighborhood is represented in the New York City Council by Joe Borelli, in the New York State Senate by Andrew Lanza, and in the New York State Assembly by Michael Reilly.","The South Shore (under the narrower definition) is represented in the New York City Council by Joe Borelli.","AT_wiki72_450296_1_3","AT_wiki69_448942_19_0","enwiki_6260","Siyamthanda Kolisi (born 16 June 1991) is a South African professional rugby union player who currently captains the South Africa national team and also plays club rugby for the in Super Rugby and in the Currie Cup.","Sikhumbuzo Notshe (born ) is a South African professional rugby union player who currently plays for the in Super Rugby and in the Currie Cup.","FJ_wiki29_42065313_1_0","EO_wiki75_30910284_1_0","false","false","true","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","false","false"
"3VDVA3ILIEHNK30666BSQHK6VVSG17","321U9GNOWRJ98E0Q3INMGI3ZZ83485","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning","$0.75","Sat Jun 13 13:46:22 PDT 2020","1","BatchId:4078449;OriginalHitTemplateId:928390909;","18000","259200","Sat Jun 20 13:46:22 PDT 2020","","","3H7XDTSHKDTJ7OE3TW5E7R6LSWAGW1","APGX2WZ59OWDN","Approved","Sat Jun 13 16:08:27 PDT 2020","Sat Jun 13 16:40:44 PDT 2020","Tue Jun 16 16:40:44 PDT 2020","Mon Jun 15 10:02:16 PDT 2020","","","1937","100% (447/447)","100% (156/156)","100% (20/20)","enwiki_1830","They currently play in the Leinster Senior League.","They play in the Leinster Senior League.","EO_wiki08_30678624_1_1","CS_wiki45_8444390_1_1","enwiki_58","It has two tracks and two side platforms.","It had two side platforms and two tracks.","DV_wiki03_21136438_1_1","DV_wiki03_21136694_1_1","enwiki_6969","It was his first asteroid discovery and was is named after one of the many Eurynomes in Greek mythology.","It was first of his two asteroid discoveries.","BJ_wiki04_1528621_1_3","AZ_wiki09_736586_1_3","enwiki_6530","The company also provides patients that take part in its studies with ""givebacks"" which concisely and rapidly give them feedback in lay language as to the results of research in which they have participated so they can understand how donating their data has been useful for research.","The company has stated that functionality of searching the site and most of its resources are free and will continue to be free going forward.","FF_wiki32_39905985_1_5","DO_wiki71_18208306_20_2","enwiki_4446","Between 1876 and 1880 he was also responsible for Arizona.","He was active between 1957 and 2013.","S2_wiki40_507079_1_1","EY_wiki56_36182545_4_3","false","false","false","false","true","true","true","false","false","false","false","false","true","true","false","false","false","false","false","false"
